system:index,DESIG,DESIG_ENG,DESIG_TYPE,GIS_AREA,GIS_M_AREA,GOV_TYPE,INT_CRIT,ISO3,IUCN_CAT,MANG_AUTH,MANG_PLAN,MARINE,METADATAID,NAME,NO_TAKE,NO_TK_AREA,ORIG_NAME,OWN_TYPE,PARENT_ISO,PA_DEF,REP_AREA,REP_M_AREA,STATUS,STATUS_YR,SUB_LOC,VERIF,WDPAID,WDPA_PID,gain_2001,gain_2002,gain_2003,gain_2004,gain_2005,gain_2006,gain_2007,gain_2008,gain_2009,gain_2010,gain_2011,gain_2012,gain_2013,gain_2014,gain_2015,gain_2016,loss_2001,loss_2002,loss_2003,loss_2004,loss_2005,loss_2006,loss_2007,loss_2008,loss_2009,loss_2010,loss_2011,loss_2012,loss_2013,loss_2014,loss_2015,loss_2016,sum
0026000000000000083b,Terra Indígena,Indigenous Area,National,26566.12554,0,Indigenous peoples,Not Applicable,BRA,Not Reported,Not Reported,Not Reported,0,905,Parque do Xingu,Not Applicable,0,Parque do Xingu,Not Reported,BRA,1,26420.03937,0,Designated,1987,BR-MT,State Verified,352412,352412,0.127209692,0.177953948,0.382285536,0.246100986,0.082345158,0.367299458,0.638869228,0.095389813,0.004855856,0.238944442,0.009634179,0.011820774,0.002702116,0.009942835,0.005065271,0.121268638,14.3064983,19.54901116,13.15660313,13.12754407,8.026539872,21.86492732,79.87147464,26.0517294,11.84248861,257.000428,136.6651632,151.2872075,16.41083399,27.55901537,91.64823504,1087.685012,24544.78344
